entity_type,entity_id,source,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,rvec_x,rvec_y,rvec_z
moving_frame,moving_frame_000000,with_moving_widest_path,-4.695101243976975,-0.3124744994698174,1.4690611406352645,-104.18686001915361,-0.9650779086133318,-91.38494960857922,-1.3878568502634514,1.403286694409489,-1.111337716795142
moving_frame,moving_frame_000001,with_moving_widest_path,-4.695101243976975,-0.3124744994698174,1.4690611406352645,-104.18686001915361,-0.9650779086133318,-91.38494960857922,-1.3878568502634514,1.403286694409489,-1.111337716795142
moving_frame,moving_frame_000002,with_moving_widest_path,-4.695101243976975,-0.3124744994698174,1.4690611406352645,-104.18686001915361,-0.9650779086133318,-91.38494960857922,-1.3878568502634514,1.403286694409489,-1.111337716795142
moving_frame,moving_frame_000003,with_moving_widest_path,-4.607300744930817,-0.2084480569138616,1.134460591107387,-102.0144224759481,-1.3481335108161876,-93.9646190765602,-1.3409482890257391,1.4099364350888715,-1.1673030422484123
moving_frame,moving_frame_000004,with_moving_widest_path,-4.607300744930817,-0.2084480569138616,1.134460591107387,-102.0144224759481,-1.3481335108161876,-93.9646190765602,-1.3409482890257391,1.4099364350888715,-1.1673030422484123
moving_frame,moving_frame_000005,with_moving_widest_path,-4.5153776182137815,-0.6191034334306158,1.4831319122115076,-105.94307435234434,-1.064759492839671,-92.56582637845722,-1.3988866746528839,1.442597474682366,-1.1084456732231938
moving_frame,moving_frame_000006,with_moving_widest_path,-3.0969611146065112,0.4956958252905949,4.814121887845619,-138.49579102594882,-8.676748912676333,-101.60656991840139,-1.7348273871129052,2.006752003992416,-0.9057563949339051
moving_frame,moving_frame_000007,with_moving_widest_path,-3.0969611146065112,0.4956958252905949,4.814121887845619,-138.49579102594882,-8.676748912676333,-101.60656991840139,-1.7348273871129052,2.006752003992416,-0.9057563949339051
moving_frame,moving_frame_000008,with_moving_widest_path,-3.696823213219407,-0.4128880923182605,2.31752597854951,-135.8468011232057,-0.6217670796596374,-108.23001334788074,-1.5098571357492905,2.077294930896658,-0.852025058852158
moving_frame,moving_frame_000009,with_moving_widest_path,-3.5845103788480617,-0.44393163134978475,2.261827978329901,-136.8494920583476,-1.4153429833213333,-109.64380180051921,-1.505906694632731,2.1144845516419104,-0.8574885824544207
moving_frame,moving_frame_000010,with_moving_widest_path,-3.484203954303272,-0.4670486102406526,2.2202620513874387,-137.83322478392355,-1.8264239408699854,-111.4130847299772,-1.4903274693509128,2.156681807720649,-0.8585188841535248
moving_frame,moving_frame_000011,with_moving_widest_path,-3.484203954303272,-0.4670486102406526,2.2202620513874387,-137.83322478392355,-1.8264239408699854,-111.4130847299772,-1.4903274693509128,2.156681807720649,-0.8585188841535248
moving_frame,moving_frame_000012,with_moving_widest_path,-3.3884141051644288,-0.49212815744677973,2.149470264968884,-138.0910615751664,-2.7326550558703198,-112.64139364745019,-1.4832333662589323,2.1822964299073186,-0.8757329145678857
moving_frame,moving_frame_000013,with_moving_widest_path,-3.2669550883774843,-0.4987205796600235,2.11324476119411,-139.50886929224046,-3.7515398284675348,-114.93739009515734,-1.4679018542714797,2.241194174959366,-0.8802217623331761
moving_frame,moving_frame_000014,with_moving_widest_path,-3.1596837231994748,-0.5119956538730273,2.0680642498897557,-140.41677414963286,-4.641164467173762,-116.85237725866492,-1.4521273858897157,2.287367083259611,-0.8880503575442266
moving_frame,moving_frame_000015,with_moving_widest_path,-3.0582299399662687,-0.537073966862296,2.012973351837406,-141.10468219864688,-5.410948352146835,-118.20310936819534,-1.4423973888153236,2.3214294309268,-0.8942536997639642
moving_frame,moving_frame_000016,with_moving_widest_path,-3.0582299399662687,-0.537073966862296,2.012973351837406,-141.10468219864688,-5.410948352146835,-118.20310936819534,-1.4423973888153236,2.3214294309268,-0.8942536997639642
moving_frame,moving_frame_000017,with_moving_widest_path,-2.951739493698738,-0.5526733150638882,1.9703175997129896,-142.0506347501938,-6.131913285310148,-120.16499150925914,-1.4218489752009837,2.368922183191203,-0.8970343708154358
