method,status,pair,from_camera,to_camera,translation_error_cm,rotation_error_deg,baseline_error_cm,direction_error_deg,gt_baseline_m,est_baseline_m,gt_tx_m,gt_ty_m,gt_tz_m,gt_roll_deg,gt_pitch_deg,gt_yaw_deg,gt_rvec_x,gt_rvec_y,gt_rvec_z,est_tx_m,est_ty_m,est_tz_m,est_roll_deg,est_pitch_deg,est_yaw_deg,est_rvec_x,est_rvec_y,est_rvec_z,source,note,available_cameras,missing_cameras,failure_reason
AP01,OK,cam0-cam1,cam_edge_0,cam_edge_1,13.672403633392523,1.0220750999504582,13.094242740287587,0.4390091078980381,5.069131069576643,5.200073496979519,-4.590674262084118,-0.9808404021811512,1.9130477582733787,115.90214977992046,57.450670973219815,138.4497834938831,0.05973524746496475,1.862313170365479,0.6890226811483593,-4.716743226015862,-1.0303608559363515,1.9316972382794309,117.46226635710751,57.89679949887126,139.38124729323096,0.05688740103634492,1.8702064800239508,0.6696137306148516,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,AP01 pairwise uses cam3-local camera map; no Ref14/world GT anchor and no map alignment.,,,
AP01,OK,cam0-cam3,cam_edge_0,cam_edge_3,11.915291395833853,2.463179559524577,6.9582868640027495,1.4380800812893861,3.8191529186563207,3.888735787296348,-3.8168022097504695,-0.10639583116101115,0.0814237977288359,21.20580374270508,50.53923196926396,36.244334985740466,0.0578006837792782,0.9425257326838137,0.42222897273299825,-3.8819883552169383,-0.20314771102514118,0.10565718557999149,19.95037967169472,52.77803294133534,35.9295606425468,0.02640066688269969,0.9734010368679871,0.4169813304826406,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,AP01 pairwise uses cam3-local camera map; no Ref14/world GT anchor and no map alignment.,,,
AP01,OK,cam0-cam5,cam_edge_0,cam_edge_5,14.995914012410955,2.7388077506434785,0.9231361934746829,1.514305147967154,5.667927964501032,5.658696602566285,5.239989224744796,-0.7565583592593794,2.023744001687466,121.10918727720495,-59.18839253897587,-144.80607014753681,-0.005927455730751902,-1.890899029153531,-0.6597478523861177,5.283648188013757,-0.7538962882333324,1.880305680410012,117.73929660774297,-61.35930975291698,-141.87292226015234,-0.020924091698117413,-1.8446812467683127,-0.6548398341455633,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,AP01 pairwise uses cam3-local camera map; no Ref14/world GT anchor and no map alignment.,,,
AP01,OK,cam1-cam3,cam_edge_1,cam_edge_3,6.693538956447548,1.8616307118908735,0.06579721552970597,1.7658104034511908,2.1721826797050396,2.1715247075497426,1.5443865298310695,-0.37572219903458537,1.4805676849234315,5.14537888201856,-52.158716168945,-19.440987313922378,-0.07152290562849599,-0.9138098031455153,-0.27444766234862317,1.4962875342372073,-0.3923789127319825,1.5240347631299622,4.103437657451068,-50.547020685123066,-19.294124993743416,-0.08210289213801972,-0.8837216404385971,-0.2828600748419092,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,AP01 pairwise uses cam3-local camera map; no Ref14/world GT anchor and no map alignment.,,,
AP01,OK,cam1-cam5,cam_edge_1,cam_edge_5,23.876045842788184,2.7333944572710145,17.049951129989616,0.9655117785685129,9.833844654272019,10.004344165571915,-3.9715362540357773,-2.4903976924727136,8.64461218335215,133.3021054862451,43.91477015093176,156.52751785874057,0.07074491249427345,2.1743406180104214,0.7301083985994897,-3.894956416856476,-2.4953616585633833,8.870703855217645,134.14359251452964,41.97176653024994,158.92221240157923,0.051091920899726695,2.212672320817223,0.7552545085424498,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,AP01 pairwise uses cam3-local camera map; no Ref14/world GT anchor and no map alignment.,,,
AP01,OK,cam3-cam5,cam_edge_3,cam_edge_5,9.499646524068698,2.5174675549747794,6.657530901544995,0.4166485357848995,9.285515073252315,9.352090382267765,2.8983748134908356,-3.1018777282117966,8.2582424386392,141.70501809791045,-7.866545909544565,176.3434827013253,-0.15963022206593686,-2.8589394874323952,-0.9996874983186078,2.880825362,-3.179760142,8.309727143,139.683580745,-8.441103638,178.045767853,-0.12484322605812022,-2.8266486277700547,-1.0417030508043816,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,AP01 pairwise uses cam3-local camera map; no Ref14/world GT anchor and no map alignment.,,,
AP02,OK,cam0-cam1,cam_edge_0,cam_edge_1,12.340208701824402,1.096946880530528,12.038663787274828,0.30288355281672374,5.069131069576643,5.189517707449391,-4.590674262084118,-0.9808404021811512,1.9130477582733787,115.90214977992046,57.450670973219815,138.4497834938831,0.05973524746496475,1.862313170365479,0.6890226811483593,-4.691255850268494,-1.0292229027268909,1.9656837995351262,117.56700809109464,56.86065205644064,140.0484369276443,0.05953010014522843,1.8818780886389779,0.6880601161987129,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,
AP02,OK,cam0-cam3,cam_edge_0,cam_edge_3,5.138352637978091,1.3678236366891354,4.0648063981349125,0.46906897203052544,3.8191529186563207,3.85980098263767,-3.8168022097504695,-0.10639583116101115,0.0814237977288359,21.20580374270508,50.53923196926396,36.244334985740466,0.0578006837792782,0.9425257326838137,0.42222897273299825,-3.8572439119159374,-0.08951980801359793,0.10825540878574413,22.576508286237402,51.601883822906586,37.30675716909691,0.0638410353476334,0.965813349412705,0.4227059264415981,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,
AP02,OK,cam0-cam5,cam_edge_0,cam_edge_5,13.27609750770613,0.8476375200269151,13.032172407235976,0.25318429260071973,5.667927964501032,5.798249688573391,5.239989224744796,-0.7565583592593794,2.023744001687466,121.10918727720495,-59.18839253897587,-144.80607014753681,-0.005927455730751902,-1.890899029153531,-0.6597478523861177,5.36799460148557,-0.7523648250538191,2.058708473651608,119.78767896285048,-59.39250374017199,-143.1993421532301,0.003361896405757077,-1.878112770423144,-0.6600534742551072,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,
AP02,OK,cam1-cam3,cam_edge_1,cam_edge_3,12.075302385325317,0.5244758907427121,7.0284275746070435,2.5492804069401864,2.1721826797050396,2.24246695545111,1.5443865298310695,-0.37572219903458537,1.4805676849234315,5.14537888201856,-52.158716168945,-19.440987313922378,-0.07152290562849599,-0.9138098031455153,-0.27444766234862317,1.5356675762307812,-0.3455780856128192,1.5971721661573706,5.3232465151822135,-52.03700111554168,-19.083017302439234,-0.06540893329863627,-0.9122062143062596,-0.2674292788503419,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,
